name,city,type,beerCounts,established
 Lost Tribes Beverage,Woodmere_New York_opened,Client Brewer,7,2012
 Lucky Hare Brewing Company,Hector_New York_opened,Microbrewery,28,2017
 Lunkenheimer Craft Brewing Company,Weedsport_New York_opened,Microbrewery,19,2014
 Lyonsmith Brewing Company,Penn Yan_New York_opened,Microbrewery,14,2015
 Mad Jack Brewing Company,Schenectady_New York_opened,Brewpub/Brewery,28,2011
 Makku,_New York_opened,Client Brewer,1,2020
 Manhattan Proper,New York_New York_opened,Brewpub,1,2016
 Market Street Brewing Company,Corning_New York_opened,Brewpub,14,1997
 Mean Max Brew Works,Glens Falls_New York_opened,Brewpub,12,2014
 Mel's Brewing Co.,New York_New York_opened,Client Brewer,3,2018
 Metrocraft Beer Company,Bronx_New York_opened,Client Brewer,1,2016
 Middle Ages Brewing,Syracuse_New York_opened,Microbrewery,76,1996
 Miles Craft Ales,Himrod_New York_opened,Microbrewery,3,2011
 Mill House Brewing Company,Poughkeepsie_New York_opened,Brewpub,39,2013
 Montauk Brewing Company,Montauk_New York_opened,Microbrewery,24,2012
 Mortalis Brewing Company,Avon_New York_opened,Microbrewery,80,2018
 Mount Vernon Brewery,Mount Vernon_New York_opened,Microbrewery,3,2016
 Moustache Brewing Company,Riverhead_New York_opened,Microbrewery,35,2014
 Nail Creek Pub & Brewery,Utica_New York_opened,Brewpub,5,2012
 Naked Dove Brewing,Canandaigua_New York_opened,Microbrewery,23,2011
 Nap Time Liquid Creation,Blauvelt_New York_opened,Microbrewery,48,2012
 Nedloh Brewing Company,East Bloomfield_New York_opened,Microbrewery,26,2014
 New Buffalo Brewing,Akron_New York_opened,Client Brewer,4,2014
 New Paltz Brewing Company,New Paltz_New York_opened,Microbrewery,15,2015
 New World Beverages,Floral Park_New York_opened,Client Brewer,1,2010
 New York Beer Project,Lockport_New York_opened,Brewpub,45,2015
 New York Cider Company,Ithaca_New York_opened,Commercial Brewery,4,2018
 Newburgh Brewing Company,Newburgh_New York_opened,Microbrewery,100,2011
 Nightmare Brewing Company,Farmingdale_New York_opened,Contract Brewer,17,2018
 Nine Maidens Brewing Company,Rochester_New York_opened,Microbrewery,8,2019
 No BS Brew Company,Lakeville_New York_opened,Microbrewery,10,2017
 Noble Savage Brewing Company,Glen Cove_New York_opened,Microbrewery,6,2019
 Noble Shepherd Craft Brewery,Bristol_New York_opened,Microbrewery,11,2017
 Non Sequitur Beer Project,New York_New York_opened,Contract Brewer,11,2019
 Northway Brewing Company,Queensbury_New York_opened,Microbrewery,9,2018
 Obercreek Brewing,Wappingers Falls_New York_opened,Microbrewery,17,2017
 Old First Ward Brewing,Buffalo_New York_opened,Brewpub,46,2014
 Old Klaverack Brewery,Hudson_New York_opened,Microbrewery,20,2016
 Old Tappan Brewing Company,Bayville_New York_opened,Microbrewery,12,2019
 Olde Saratoga Brewing (Mendocino Brewing Co.),Saratoga Springs_New York_opened,Microbrewery,27,2002
 ONCO Fermentations,Tully_New York_opened,Microbrewery,20,2018
 Orange County Hops,Walden_New York_opened,Microbrewery,1,2019
 Other Half Brewing,Brooklyn_New York_opened,Microbrewery,900,2013
 Oval Craft Brewing,Plattsburgh_New York_opened,Microbrewery,26,2016
 Owl's Brew Radler,New York_New York_opened,Commercial Brewery,4,2017
 Oyster Bay Brewing Company,Oyster Bay_New York_opened,Microbrewery,39,2013
 Pantomime Mixtures,Hector_New York_opened,Microbrewery,9,2019
 Paradox Brewery,Schroon Lake_New York_opened,Microbrewery,44,2013
 Patchogue Beer Project,Patchogue_New York_opened,Microbrewery,8,2019
 Paulaner Bräuhaus New York City (Brau Holding Int. - Heineken),New York_New York_opened,Brewpub,10,2014
 Peacemaker Brewing Company,Canandaigua_New York_opened,Microbrewery,21,2017
 Pearl Street Grill & Brewery (NY),Buffalo_New York_opened,Brewpub,73,2001
 Peekskill Brewery,Peekskill_New York_opened,Brewpub,132,2009
 Perfect World Brewing,Albany_New York_opened,Microbrewery,7,2020
 Piels Brewing Company,_New York_opened,Client Brewer,1,2018
 Pine Island Brewing Company,Pine Island_New York_opened,Microbrewery,22,2016
 Plan Bee Farm Brewery,Poughkeepsie_New York_opened,Microbrewery,105,2013
 Plattsburgh Brewing Company,Plattsburgh_New York_opened,Brewpub,21,2015
 Po' Boy Brewery,Port Jefferson Station_New York_opened,Microbrewery,8,2017
 Port Jeff Brewing Company,Port Jefferson_New York_opened,Microbrewery,35,2011
 Pressure Drop Brewing,Buffalo_New York_opened,Microbrewery,17,2018
 Prison City Brewing,Auburn_New York_opened,Brewpub/Brewery,79,2015
 Prosper Brewing,North Tonawanda_New York_opened,Brewpub,10,2020
 Pull Brewing Company,New Paltz_New York_opened,Microbrewery,6,2016
 Queens Brewery,Maspeth_New York_opened,Client Brewer,4,2013
 Quiet Storm Brewing Company,Geneseo_New York_opened,Microbrewery,8,2017
 R.S. Taylor & Sons Brewery,Salem_New York_opened,Brewpub/Brewery,12,2015
 Radiant Pig Beer Company,New York_New York_opened,Client Brewer,11,2013
 Railhead Brewing Company,Hornell_New York_opened,Brewpub/Brewery,5,2019
 Ramapo Valley Brewery,Hilburn_New York_opened,Microbrewery,20,2000
 Randolph Beer,Brooklyn_New York_opened,Brewpub,24,2018
 Raquette River Brewing,Tupper Lake_New York_opened,Microbrewery,23,2014
 Rare Form Brewing Company,Troy_New York_opened,Microbrewery,48,2014
 Ray Brook Brewhouse,Ray Brook_New York_opened,Brewpub/Brewery,15,2019
 Real McCoy Beer Company,Delmar_New York_opened,Microbrewery,13,2016
 Red Hawk Brewing,Syracuse_New York_opened,Microbrewery,14,2015
 Red Shed Brewery,Cooperstown_New York_opened,Brewpub/Brewery,7,2018
 Reinvention Brewing Company,Manchester_New York_opened,Microbrewery,5,2017
 Resurgence Brewing Company,Buffalo_New York_opened,Brewpub/Brewery,100,2014
 RG Brewery,Brockport_New York_opened,Microbrewery,12,2015
 Ringside Beer Company,Saratoga Springs_New York_opened,Client Brewer,2,2012
 Rip Van Winkle Brewing Company,Catskill_New York_opened,Brewpub,18,2016
 Rising Storm Brewing Company,Avon_New York_opened,Brewpub/Brewery,13,2019
 River Outpost Brewing Co.,Peekskill_New York_opened,Brewpub/Brewery,18,2018
 Roc Brewing Company,Rochester_New York_opened,Microbrewery,77,2011
 Rock Stream Brewery,Rock Stream_New York_opened,Microbrewery,7,2012
 Rockaway Brewing Company,Long Island City_New York_opened,Microbrewery,112,2012
 Rocky Point Artisan Brewers,Rocky Point_New York_opened,Microbrewery,16,2012
 Rogers Beer Company,Rochester_New York_opened,Client Brewer,7,2011
 Rohrbach Brewing Company,Rochester_New York_opened,Brewpub,241,2002
 Rooster Fish Brewing,Watkins Glen_New York_opened,Brewpub,33,2006
 Root + Branch Brewing,_New York_opened,Client Brewer,25,2018
 Roots Brewing Company,Oneonta_New York_opened,Brewpub,14,2014
 Roscoe Beer Company,Roscoe_New York_opened,Client Brewer,7,2013
 Roscoe's Hop House,Rochester_New York_opened,Client Brewer,5,2010
 Rough Cut Brewing Company,Kerhonkson_New York_opened,Brewpub,23,2016
 Rubsam & Horrmann Brewing Company,Staten Island_New York_opened,Client Brewer,3,2019
 Ruckus Brewing Company,New York_New York_opened,Client Brewer,7,2011
 Rushing Duck Brewing,Chester_New York_opened,Microbrewery,80,2012
 Rusty Nickel Brewing Company,West Seneca_New York_opened,Microbrewery,23,2015
 Sackets Harbor Brewing Co.,Sackets Harbor_New York_opened,Brewpub,38,1996
 Sager Beer Works,Rochester_New York_opened,Microbrewery,7,2018
 Saint James Brewery,Saint James_New York_opened,Microbrewery,12,2014
 Saint Vitus Bar,Brooklyn_New York_opened,Client Brewer,1,2014
 Salt Point Brewing Company,Lansing_New York_opened,Microbrewery,4,2018
 Sand City Brewing Company,Northport_New York_opened,Microbrewery,91,2015
 Sanford & Sentz (S&S) Farm Brewery,Nassau_New York_opened,Microbrewery,9,2014
 Sato Brewpub,Buffalo_New York_opened,Brewpub,11,2018
 Scale House Brewery,Hector_New York_opened,Brewpub,14,2013
 Secret Engine Brewing,Brooklyn_New York_opened,Client Brewer,5,2015
 Seneca Lake Brewing Company,Rock Stream_New York_opened,Microbrewery,9,2016
 Seneca Lodge Craft Brewing,Watkins Glen_New York_opened,Brewpub,13,2011
 Seneca Street Brew Pub,Manlius_New York_opened,Brewpub,2,2015
 Serious Brewing Company (USA),Howes Cave_New York_opened,Microbrewery,7,2017
 Seven Story Brewing,Pittsford_New York_opened,Brewpub,14,2019
 Shelter Island Craft Brewery,Shelter Island_New York_opened,Microbrewery,11,2015
 Shmaltz Brewing Company,Clifton Park_New York_opened,Microbrewery,98,1996
 Shrewd Fox Brewery,Eldred_New York_opened,Microbrewery,10,2016
 Silver Lake Brewing Project,Perry_New York_opened,Microbrewery,19,2017
 Sing Sing Kill Brewery,Ossining_New York_opened,Microbrewery,16,2018
 Singlecut Beersmiths,Queens_New York_opened,Microbrewery,193,2012
 Six Degrees of Separation Restaurant and Brewery,Ossining_New York_opened,Brewpub,9,2017
 Six Harbors Brewing Company,Huntington_New York_opened,Microbrewery,12,2018
 Sixpoint Brewery (ABV),Brooklyn_New York_opened,Microbrewery,302,2004
 Skaneateles Brewery,Skaneateles_New York_opened,Microbrewery,8,2020
 Skewed Brewing,Watertown_New York_opened,Brewpub,53,2013
 Sloop Brewing Company,East Fishkill_New York_opened,Microbrewery,113,2011
 Smart Beer Company,New Paltz_New York_opened,Client Brewer,2,2016
 Soapist Beer Works,North Syracuse_New York_opened,Microbrewery,3,2015
 South Shore Craft Brewery,Oceanside_New York_opened,Microbrewery,13,2019
 Southampton Publick House,Southampton_New York_opened,Brewpub/Brewery,87,1996
 Southern Tier Brewing Company (ABV),Lakewood_New York_opened,Commercial Brewery,197,2003
 Spider Bite Beer Company,Holbrook_New York_opened,Client Brewer,54,2011
 Splitrock Brewing Company,Elmira_New York_opened,Brewpub,5,2014
 SquareHead Brewing Company,Holbrook_New York_opened,Microbrewery,3,2014
 Staten Island Beer Company,Staten Island_New York_opened,Microbrewery,7,2015
 Steadfast Beer Company,Albany_New York_opened,Client Brewer,8,2012
 Steelbound Brewery & Distillery,Ellicottville_New York_opened,Microbrewery,3,2018
 Steuben Brewing Company LLC,Hammondsport_New York_opened,Brewpub/Brewery,14,2015
 Stewart's Shops,Saratoga Springs_New York_opened,Client Brewer,2,2015
 Stoneyard Brewing Company,Brockport_New York_opened,Brewpub,66,2014
 Stout Beard Brewing Company,Syracuse_New York_opened,Microbrewery,20,2015
 Stout Hearted Brewing,Lansing_New York_opened,Brewpub,11,2011
 Strong Rope Brewery,Brooklyn _New York_opened,Microbrewery,149,2015
 Stumblin Monkey Brewing Company,Victor_New York_opened,Brewpub/Brewery,26,2017
 Stump City Brewing,Gloversville_New York_opened,Microbrewery,8,2017
 Suarez Family Brewery,Livingston _New York_opened,Microbrewery,87,2016
 Subversive Malting + Brewing,Catskill_New York_opened,Microbrewery,1,2019
 Summerhill Brewing,Groton_New York_opened,Microbrewery,15,2016
 Sunday Beer Co,Brooklyn_New York_opened,Client Brewer,2,2018
 Svendale Brewing Co.,Millerton_New York_opened,Microbrewery,38,2017
 Swiftwater Brewing,Rochester_New York_opened,Brewpub/Brewery,74,2015
 Syracuse Suds Factory,Syracuse_New York_opened,Brewpub,9,1991
 Table 41 Brewing Company,Cohoes_New York_opened,Microbrewery,12,2016
 TALEA Beer Co.,Brooklyn_New York_opened,Contract Brewer,8,2019
 Talking Cursive Brewing Company,Syracuse_New York_opened,Brewpub/Brewery,16,2019
 The Beer Diviner Brewery,Cherry Plain_New York_opened,Microbrewery,19,2012
 The Birreria at Eataly - New York,New York_New York_opened,Brewpub,29,2011
 The Brewers Collective,Bay Shore_New York_opened,Microbrewery,6,2017
 The Brewery at Bacchus,New Paltz_New York_opened,Brewpub/Brewery,64,2014
 The Brewery at the CIA / Post Road Brew House,Hyde Park_New York_opened,Microbrewery,26,2016
 The Brewery at the Dutch Ale House,Saugerties_New York_opened,Brewpub,7,2012
 The Craft Microbrewhouse at A Taste of Long Island,Farmingdale_New York_opened,Microbrewery,12,2015
 The Distillery,Rochester_New York_opened,Brewpub,5,2003
 The FarmHouse Brewery,Owego_New York_opened,Microbrewery,32,2014
 The Good Shepherds Brewing Co.,Auburn_New York_opened,Microbrewery,16,2014
 The Irish Mafia Brewing Co.,Bloomfield_New York_opened,Brewpub/Brewery,4,2017
 The North Brewery,Endicott_New York_opened,Microbrewery,60,2013
 The Perfect Crime,TBA_New York_opened,Client Brewer,4,2012
 The Perfect Pint,New York_New York_opened,Microbrewery,3,2013
 Thin Man Brewery,Buffalo_New York_opened,Brewpub/Brewery,123,2016
 Third Rail Beer,New York_New York_opened,Client Brewer,12,2014
 Three Heads Brewing,Rochester_New York_opened,Microbrewery,113,2010
 Three Huskies Brewing,Canandaigua_New York_opened,Brewpub,18,2015
 Threes Brewing,Brooklyn_New York_opened,Microbrewery,206,2014
 Timber Ales,New York City_New York_opened,Client Brewer,15,2020
 Torch & Crown Brewing Co,New York_New York_opened,Microbrewery,38,2019
 Township 7 Brewing Co.,Dickinson Center_New York_opened,Microbrewery,25,2016
 Transmitter Brewing,Brooklyn_New York_opened,Microbrewery,94,2014
 Triphammer Bierwerks,Fairport_New York_opened,Microbrewery,14,2016
 Tundra Brewery,Stamford_New York_opened,Microbrewery,4,2011
 Twin Elder Brewery,Victor_New York_opened,Brewpub/Brewery,42,2014
 Twin Fork Beer Company,Calverton_New York_opened,Microbrewery,3,2015
 Twisted Rail Brewing Company,Canandaigua_New York_opened,Brewpub/Brewery,28,2014
 Two Goats Brewing Company,Burdett_New York_opened,Brewpub,23,2011
 Unified Beerworks,Malta_New York_opened,Microbrewery,10,2019
 Unlimited Brewing,New York_New York_opened,Client Brewer,1,2020
 Upstate Brewing Company, Elmira_New York_opened,Microbrewery,33,2012
 US Beer Brewers at The Cellar Door,Oswego _New York_opened,Brewpub,11,2016
 Valcour Brewing Company,Plattsburgh_New York_opened,Brewpub/Brewery,19,2016
 W A Meadwerks,Lyndhurst_New York_opened,Commercial Brewery,2,2018
 Wagner Valley Brewing Company,Lodi_New York_opened,Microbrewery,27,1997
 Walt & Whitman Brewing,Saratoga Springs_New York_opened,Brewpub,11,2020
 War Flag Ales & Lagers,Brooklyn_New York_opened,Client Brewer,4,2015
 War Horse Brewing Company,Geneva_New York_opened,Microbrewery,25,2016
 Wartega Brewing,Brooklyn_New York_opened,Client Brewer,17,2015
 Water Street Brewing Co.,Binghamton _New York_opened,Brewpub,30,2012
 Weaver Hollow Brewery,Andes_New York_opened,Microbrewery,8,2019
 WeBe Brewing Company,Geneva_New York_opened,Brewpub/Brewery,7,2018
 West Kill Brewing,Westkill_New York_opened,Microbrewery,24,2017
 West Shore Brewing Company,Clarence_New York_opened,Microbrewery,2,2018
 Westhapton Beach Brewing Company,Westhapton Beach_New York_opened,Microbrewery,2,2020
 Westtown Brew Works,Westtown_New York_opened,Microbrewery,27,2016
 WhichCraft Brews,Webster_New York_opened,Brewpub/Brewery,12,2017
 Wild East Brewing Company,Brooklyn_New York_opened,Microbrewery,30,2020
 Willow Rock Brewing Company,Syracuse_New York_opened,Microbrewery,50,2016
 Winner's Circle Brewing Company,Albany_New York_opened,Client Brewer,1,2017
 Wolf and Warrior Brewing Company,White Plains_New York_opened,Microbrewery,12,2019
 Wolf Hollow Brewing Company,Glenville_New York_opened,Microbrewery,10,2014
 Wood Boat Brewery,Clayton _New York_opened,Brewpub,12,2014
 Wood Kettle Brewing,Hilton_New York_opened,Microbrewery,41,2017
 Woodcock Brothers Brewing Company,Wilson_New York_opened,Brewpub,18,2012
 Woodland Hop Farm & Fermentation,Utica_New York_opened,Microbrewery,45,2016
 Woodstock Brewing,Phoenicia_New York_opened,Microbrewery,24,2017
 WT Brews,Baldwinsville_New York_opened,Microbrewery,23,2014
 Yard Owl Craft Brewery,New Paltz_New York_opened,Microbrewery,13,2013
 Yonkers Brewing Company,Yonkers_New York_opened,Client Brewer,57,2013
 Young Lion Brewing,Canandaigua_New York_opened,Microbrewery,11,2017
 Zeus Brewing Company,Poughkeepsie_New York_opened,Brewpub,9,2020
 #Freedom Craft Brewery,Buchanan_New York_closed,Microbrewery,4,2013
 508 Gastrobrewery,New York City_New York_closed,Brewpub,133,2011
 BandWagon Brewpub,Ithaca_New York_closed,Brewpub,42,2010
 BarkEater Craft Brewery,Lowville_New York_closed,Microbrewery,31,2014
 Barker Brew Company,Fredonia_New York_closed,Microbrewery,8,2001
 Barker Brewing,Barker_New York_closed,Brewpub/Brewery,8,2015
 BearKaat Brewery,East Meredith_New York_closed,Brewpub/Brewery,3,2012
 Big House Brewing,Albany_New York_closed,Brewpub,13,1996
 Bomb Beer Company,New York_New York_closed,Client Brewer,1,2011
 Bootleggers Brewpub,Plattsburgh_New York_closed,Brewpub,8,2003
 Brick House Brewery (Corning),Corning _New York_closed,Brewpub,1,2018
 Bru,Rochester_New York_closed,Brewpub/Brewery,15,2004
 CB Craft Brewers,Honeoye Falls_New York_closed,Microbrewery,4,2017
 Chumleys,New York_New York_closed,Brewpub/Brewery,13,2003
 City Island Beer Company,Bronx_New York_closed,Client Brewer,3,2013
 Crooked Ladder Brewing Company,Riverhead_New York_closed,Microbrewery,26,2013
 Dundee Ales & Lagers (FIFCO),Rochester_New York_closed,Client Brewer,19,2010
 Fire Island Beer Company,Bay Shore_New York_closed,Client Brewer,7,2009
 Flour City Brewing Co.,Rochester_New York_closed,Brewpub,11,2004
 Gentleman Jims Bistro and Brewery,Poughkeepsie_New York_closed,Brewpub,2,1996
 Greenwich Brewing Co.,New York_New York_closed,Brewpub,10,1995
 Heavily Brewing Company,Mountour Falls_New York_closed,Microbrewery,9,2017
 Horseheads Brewing,Horseheads_New York_closed,Microbrewery,25,2008
 John Harvards Brewhouse Lake Grove,Lakegrove_New York_closed,Brewpub,73,2007
 King Arthurs Steakhouse & Brewery,Oswego_New York_closed,Brewpub,24,2004
 Kobors Brewing Co.,Schuylerville_New York_closed,Brewpub,2,1994
 Landmark Beer Company,Syracuse_New York_closed,Client Brewer,7,2010
 Last Stop Brewery,Poughkeepsie_New York_closed,Microbrewery,3,2014
 Legends Bistro,Plattsburgh_New York_closed,Brewpub,14,2011
 Longshore Brewery & Pub,Garden City_New York_closed,Brewpub,3,1996
 Malt River Brewing,Latham_New York_closed,Brewpub,22,1993
 Mikkeller Brewing NYC,Queens_New York_closed,Microbrewery,136,2018
 North River Hops and Brewing,Wappingers Falls_New York_closed,Microbrewery,124,2014
 Original Saratoga Springs Brewpub,Saratoga Springs_New York_closed,Brewpub,13,1995
 Park Slope Brewing Company,Brooklyn_New York_closed,Microbrewery,3,1993
 Red Lion Brew Pub & Restaurant,Watertown_New York_closed,Brewpub,7,2003
 Relyea Brewing Company,Syracuse_New York_closed,Microbrewery,2,1999
 Sahm Brewing,Syracuse_New York_closed,Microbrewery,8,2018
 Skytop Steak House and Brewing Company,Kingston_New York_closed,Brewpub,13,2005
 Spring Street Brewing Company,New York_New York_closed,Microbrewery,3,1993
 St. Lawrence Brewing Company,Canton_New York_closed,Microbrewery,24,2013
 The West End,New York_New York_closed,Brewpub,8,2004
 Times Square Brewery,New York_New York_closed,Brewpub,13,2004
 Tweaking Frog Brewing Company,Riverhead_New York_closed,Client Brewer,7,2016
 Typhoon Restaurant & Brewery,New York_New York_closed,Brewpub,8,1996
 Van Dyck Fine Food and Brewery,Schenectady_New York_closed,Brewpub,12,2003
 Yankee Brewing Company,Staten Island_New York_closed,Microbrewery,3,1992
 12 Bones Brewing,Arden_North Carolina_opened,Brewpub,2,2019
 1718 Brewing Ocracoke,Ocracoke_North Carolina_opened,Brewpub,27,2018
 217 Brew Works,Wilson_North Carolina_opened,Microbrewery,13,2017
 3rd Degree Brewhouse,Fuquay Varina_North Carolina_opened,Microbrewery,4,2018
 3rd Rock Brewing Company,Trenton_North Carolina_opened,Microbrewery,14,2016
 638 Brewing Company,Winston-Salem_North Carolina_opened,Client Brewer,4,2019
 7 Clans Brewing,Cherokee_North Carolina_opened,Client Brewer,3,2018
 All Sevens Brewing,Asheville_North Carolina_opened,Microbrewery,11,2018
 Ancillary* Fermentation,Raleigh_North Carolina_opened,Commercial Brewery,16,2018
 Andrews Brewing Company,Andrews_North Carolina_opened,Microbrewery,24,2014
 Angry Troll Brewing,Elkin_North Carolina_opened,Microbrewery,17,2017
 Appalachian Mountain Brewery (Craft Brew Alliance - AB InBev),Boone_North Carolina_opened,Microbrewery,146,2013
 Archetype Brewing,Asheville_North Carolina_opened,Microbrewery,42,2017
 Armored Cow Brewing,Charlotte_North Carolina_opened,Microbrewery,2,2020
 Asheville Brewing Company,Asheville_North Carolina_opened,Brewpub,99,2003
 Ass Clown Brewing Company,Cornelius_North Carolina_opened,Microbrewery,165,2011
 Aviator Brewing Company,Fuquay Varina_North Carolina_opened,Microbrewery,66,2008
 Balsam Falls Brewing Company,Sylva_North Carolina_opened,Microbrewery,37,2018
 Bark Brewing Company,Greensboro_North Carolina_opened,Brewpub,1,2018
 Barrel Culture Brewing and Blending,Durham_North Carolina_opened,Microbrewery,89,2017
 BDD Brewing Company,Rocky Mount_North Carolina_opened,Microbrewery,9,2018
 Bear Creek Brews,Bear Creek_North Carolina_opened,Microbrewery,9,2012
 Bearded Barrel Brewery,_North Carolina_opened,Microbrewery,2,2020
 BearWaters Brewing Company,Canton_North Carolina_opened,Microbrewery,48,2012
 Beech Mountain Brewing Company,Beech Mountain_North Carolina_opened,Microbrewery,15,2014
 Beer Army Combat Brewery,Trenton_North Carolina_opened,Microbrewery,12,2012
 Bhramari Brewing Co.,Asheville_North Carolina_opened,Brewpub,161,2016
 Big Boss Brewing Company,Raleigh_North Carolina_opened,Brewpub/Brewery,92,2003
 Big Game Brewing,Trenton_North Carolina_opened,Microbrewery,3,2019
 Bill's Front Porch Pub and Brewery,Wilmington _North Carolina_opened,Brewpub/Brewery,32,2016
 Biltmore Brewing Company,Asheville_North Carolina_opened,Client Brewer,4,2010
 Birdsong Brewing Company,Charlotte_North Carolina_opened,Microbrewery,78,2011
 Black Creek Brewery (US),Roxboro_North Carolina_opened,Microbrewery,31,2018
 Black Mountain Brewing,Black Mountain_North Carolina_opened,Microbrewery,7,2018
 Blowing Rock Brewing Company,Blowing Rock_North Carolina_opened,Brewpub/Brewery,44,2009
 Blue Blaze Brewing,Charlotte_North Carolina_opened,Microbrewery,20,2014
 Blue Ghost Brewing Company,Fletcher_North Carolina_opened,Microbrewery,28,2017
 Blue Mountain Pizza and Brew Pub (NC),Weaverville_North Carolina_opened,Brewpub/Brewery,34,2015
 Bombshell Beer Company,Holly Springs_North Carolina_opened,Microbrewery,87,2013
 Bond Brothers Beer Company,Cary_North Carolina_opened,Microbrewery,125,2016
 Boojum Brewing Company,Waynesville_North Carolina_opened,Microbrewery,44,2015
 Boondocks Brewing,West Jefferson_North Carolina_opened,Brewpub/Brewery,27,2013
 Booneshine Brewing Company,Boone_North Carolina_opened,Brewpub,35,2016
 BottleTree Beer Company,Tryon_North Carolina_opened,Client Brewer,2,2010
 Brevard Brewing Company,Brevard _North Carolina_opened,Microbrewery,17,2012
 Brewery 99,New Bern_North Carolina_opened,Microbrewery,6,2018
 Brewery Bhavana,Raleigh _North Carolina_opened,Brewpub/Brewery,69,2017
 Bright Light Brewing Company,Fayetteville_North Carolina_opened,Microbrewery,10,2018
 Bright Penny Brewing,Mebane_North Carolina_opened,Brewpub/Brewery,1,2019
 Broomtail Craft Brews,Wilmington_North Carolina_opened,Microbrewery,27,2014
 Brouwerij Cursus Keme,Asheville_North Carolina_opened,Microbrewery,11,2018
 Brown Truck Brewery,High Point_North Carolina_opened,Brewpub/Brewery,89,2016
 Brüeprint Brewing Company,Apex_North Carolina_opened,Microbrewery,30,2014
 BrÜtopia Brewing Company,New Bern_North Carolina_opened,Microbrewery,4,2018
 Bull City Burger and Brewery, Durham_North Carolina_opened,Brewpub/Brewery,70,2011
 Bull Durham Beer Company,Durham_North Carolina_opened,Microbrewery,7,2015
 Burial Beer Company,Asheville_North Carolina_opened,Microbrewery,498,2013
 Burlington Beer Works,Burlington_North Carolina_opened,Brewpub,6,2019
 Burlington Brew Works,Burlington _North Carolina_opened,Brewpub/Brewery,6,2019
 Cabarrus Brewing Company,Concord_North Carolina_opened,Microbrewery,25,2016
 Camelback Brewing Company,Sanford_North Carolina_opened,Microbrewery,18,2018
 Carolina Brewery,Chapel Hill_North Carolina_opened,Brewpub/Brewery,41,2003
 Carolina Brewing Company,Holly Springs_North Carolina_opened,Microbrewery,54,1999
 Casita Cervecería,Wilson_North Carolina_opened,Client Brewer,72,2015
 Catawba Brewing Company,Morganton_North Carolina_opened,Microbrewery,214,1999
 Cavendish Brewing Company,Gastonia_North Carolina_opened,Brewpub/Brewery,18,2017
 Clouds Brewing,Raleigh_North Carolina_opened,Brewpub,18,2016
 Collaboratory (CANarchy Craft Brewery Collective),Asheville_North Carolina_opened,Brewpub,5,2019
 Commoners Brewing Company,Concord_North Carolina_opened,Microbrewery,39,2018
 Compass Rose Brewery,Raleigh_North Carolina_opened,Microbrewery,45,2015
 Craftboro Brewing Depot,Carrboro_North Carolina_opened,Microbrewery,6,2020
 Crank Arm Brewing,Raleigh _North Carolina_opened,Brewpub/Brewery,77,2013
 Crystal Coast Brewing Company,Atlantic Beach_North Carolina_opened,Microbrewery,57,2017
 Currahee Brewing Company,Franklin_North Carolina_opened,Microbrewery,48,2016
 D9 Brewing Company,Cornelius_North Carolina_opened,Microbrewery,119,2013
 Deep River Brewing Co.,Clayton_North Carolina_opened,Microbrewery,59,2013
 Devil's Logic Brewing,Charlotte_North Carolina_opened,Brewpub/Brewery,8,2020
 Dingo Dog Brewing Company,Carrboro_North Carolina_opened,Microbrewery,28,2018
 Dirtbag Ales,Hope Mills_North Carolina_opened,Microbrewery,17,2014
 Divine Barrel Brewing,Charlotte_North Carolina_opened,Microbrewery,66,2018
 Double Barley Brewing,Smithfield_North Carolina_opened,Microbrewery,29,2013
 Dry County Brewing Company,Spruce Pine_North Carolina_opened,Brewpub,18,2012
 Dry Falls Brewing Co.,Hendersonville_North Carolina_opened,Microbrewery,13,2018
 DSSOLVR,Asheville_North Carolina_opened,Microbrewery,39,2019
 Durty Bull Brewing Company,Durham_North Carolina_opened,Microbrewery,61,2016
 Ecusta Brewing Company,Pisgah Forest_North Carolina_opened,Microbrewery,42,2017
 Edward Teach Beer Co.,Wilmington_North Carolina_opened,Microbrewery,16,2018
 Eleven Lakes Brewing Company,Cornelius_North Carolina_opened,Microbrewery,27,2017
 Eluvium Brewing Co.,Weaverville_North Carolina_opened,Microbrewery,20,2018
 Eurisko Beer Company,Asheville_North Carolina_opened,Microbrewery,40,2018
 Fainting Goat Brewery,Fuqua-Varina_North Carolina_opened,Microbrewery,19,2016
 Fermented Nonsense Brewing,Arden_North Carolina_opened,Microbrewery,5,2018
 Fiddlin' Fish Brewing Company,Winston-Salem_North Carolina_opened,Microbrewery,26,2017
 Fishtowne Brew House,Beaufort_North Carolina_opened,Microbrewery,5,2018
 Flying Machine Brewing Company,Wilmington_North Carolina_opened,Microbrewery,32,2018
 Flytrap Brewing,Wilmington_North Carolina_opened,Microbrewery,51,2014
 Fonta Flora Brewery,Morganton_North Carolina_opened,Microbrewery,215,2014
 Foothills Brewing,Winston-Salem_North Carolina_opened,Brewpub/Brewery,148,2005
 Forgotten Road Ales,Graham_North Carolina_opened,Brewpub/Brewery,10,2019
 Fortnight Brewing Company,Cary_North Carolina_opened,Brewpub/Brewery,40,2014
 Four Saints Brewing Company,Asheboro_North Carolina_opened,Microbrewery,56,2013
 Fourth Creek Brewing,Statesville_North Carolina_opened,Microbrewery,18,2019
 Free Range Brewing,Charlotte_North Carolina_opened,Microbrewery,90,2015
