"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
150622016,15062,2016,"OK0261500","OK0261500","","N","N",,"S","TUTTLE","TUTTLE","Tuttle","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",6974,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",8,1,9,2,4,6,0,0,01-JAN-08,,,,,,"N","GRADY","Oklahoma City, OK","Y","Y","Y"
150632016,15063,2016,"OK0270000","OK0270000","","N","N",,"I","GRANT","GRANT","Grant","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",4088,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",6,0,6,0,4,4,0,0,01-JAN-08,01-MAR-13,01-JUL-13,,,,"N","GRANT","Non-MSA","Y","Y","Y"
150642016,15064,2016,"OK0270400","OK0270400","","N","N",,"I","LAMONT","LAMONT","Lamont","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",410,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,0,0,0,0,01-JAN-08,01-DEC-12,01-APR-13,,,,"N","GRANT","Non-MSA","Y","Y","Y"
150652016,15065,2016,"OK0280000","OK0280000","","N","N",,"I","GREER","GREER","Greer","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",1094,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",2,2,4,0,2,2,0,0,01-JAN-08,01-JAN-12,01-MAR-12,,,,"N","GREER","Non-MSA","Y","Y","Y"
150652016,15065,2016,"OK0280000","OK0280000","","N","N",,"I","GREER","GREER","Greer","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",1094,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",2,2,4,0,2,2,0,0,01-JAN-08,01-JAN-12,01-MAR-12,,,,"N","GREER","Non-MSA","Y","N","Y"
150662016,15066,2016,"OK0280100","OK0280100","","N","N",,"I","MANGUM","MANGUM","Mangum","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2894,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",6,6,12,0,4,4,0,0,01-JAN-08,01-JAN-12,01-MAR-12,,,,"N","GREER","Non-MSA","Y","Y","Y"
150672016,15067,2016,"OK0280300","OK0280300","","N","N",,"I","GRANITE","GRANITE","Granite","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2026,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",3,0,3,0,0,0,0,0,01-JAN-08,01-JAN-16,01-APR-17,,,,"N","GREER","Non-MSA","Y","N","Y"
150682016,15068,2016,"OK0290000","OK0290000","","N","N",,"I","HARMON","HARMON","Harmon","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",799,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",3,1,4,0,0,0,0,0,01-JAN-08,01-JUL-11,01-SEP-11,,,,"N","HARMON","Non-MSA","Y","Y","Y"
150692016,15069,2016,"OK0290100","OK0290100","","N","N",,"I","HOLLIS","HOLLIS","Hollis","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1950,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",7,0,7,0,5,5,0,0,01-JAN-08,01-JUL-11,01-SEP-11,,,,"N","HARMON","Non-MSA","Y","Y","Y"
150702016,15070,2016,"OK0300000","OK0300000","","N","N",,"I","HARPER","HARPER","Harper","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",3748,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",5,0,5,0,3,3,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","HARPER","Non-MSA","Y","Y","Y"
150732016,15073,2016,"OK0310000","OK0310000","","N","N",,"I","HASKELL","HASKELL","Haskell","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",9503,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",7,5,12,0,6,6,0,0,01-JAN-08,01-JAN-13,01-APR-13,,,,"N","HASKELL","Non-MSA","Y","Y","Y"
150742016,15074,2016,"OK0310100","OK0310100","","N","N",,"I","STIGLER","STIGLER","Stigler","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2783,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",9,1,10,0,3,3,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","HASKELL","Non-MSA","Y","Y","Y"
150762016,15076,2016,"OK0310800","OK0310800","","N","N",,"I","MCCURTAIN","MCCURTAIN","McCurtain","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",516,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",2,0,2,0,0,0,0,0,01-JAN-08,01-APR-09,01-APR-10,,,,"N","HASKELL","Non-MSA","Y","N","Y"
150772016,15077,2016,"OK0320000","OK0320000","","N","N",,"I","HUGHES","HUGHES","Hughes","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",6496,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",4,0,4,2,1,3,0,0,01-JAN-08,01-APR-13,01-AUG-13,,,,"N","HUGHES","Non-MSA","Y","Y","Y"
150782016,15078,2016,"OK0320100","OK0320100","","N","N",,"I","HOLDENVILLE","HOLDENVILLE","Holdenville","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",5743,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",8,2,10,1,3,4,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","HUGHES","Non-MSA","Y","Y","Y"
150792016,15079,2016,"OK0320200","OK0320200","","N","N",,"I","WETUMKA","WETUMKA","Wetumka","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1238,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,1,1,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","HUGHES","Non-MSA","Y","Y","Y"
150802016,15080,2016,"OK0330000","OK0330000","","N","N",,"I","JACKSON","JACKSON","Jackson","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",6179,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",11,11,22,1,12,13,0,0,01-JAN-08,01-SEP-11,01-NOV-11,,,,"N","JACKSON","Non-MSA","Y","Y","Y"
150812016,15081,2016,"OK0330100","OK0330100","","N","N",,"I","ALTUS","ALTUS","Altus","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",19093,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",36,0,36,3,10,13,0,0,01-JAN-08,01-JAN-11,01-APR-11,,,,"N","JACKSON","Non-MSA","Y","Y","Y"
150822016,15082,2016,"OK0340000","OK0340000","","N","N",,"I","JEFFERSON","JEFFERSON","Jefferson","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",3242,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",5,7,12,1,4,5,0,0,01-JAN-08,01-NOV-11,01-MAY-12,,,,"N","JEFFERSON","Non-MSA","Y","Y","Y"
150832016,15083,2016,"OK0340800","OK0340800","","N","N",,"I","RINGLING","RINGLING","Ringling","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",996,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","JEFFERSON","Non-MSA","Y","Y","Y"
150842016,15084,2016,"OK0341200","OK0341200","","N","N",,"I","WAURIKA","WAURIKA","Waurika","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1974,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",7,1,8,0,0,0,0,0,01-JAN-08,01-MAR-10,01-APR-11,,,,"N","JEFFERSON","Non-MSA","Y","Y","Y"
150852016,15085,2016,"OK0350000","OK0350000","","N","N",,"I","JOHNSTON","JOHNSTON","Johnston","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",7844,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",6,7,13,1,10,11,0,0,01-JAN-08,01-APR-14,01-JUL-14,,,,"N","JOHNSTON","Non-MSA","Y","Y","Y"
150862016,15086,2016,"OK0350100","OK0350100","","N","N",,"I","TISHOMINGO","TISHOMINGO","Tishomingo","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",3080,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",7,0,7,0,1,1,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","JOHNSTON","Non-MSA","Y","Y","Y"
150892016,15089,2016,"OK0360100","OK0360100","","N","N",,"I","BLACKWELL","BLACKWELL","Blackwell","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",6837,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",15,3,18,1,4,5,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","KAY","Non-MSA","Y","Y","Y"
150902016,15090,2016,"OK0360200","OK0360200","","N","N",,"I","NEWKIRK","NEWKIRK","Newkirk","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2242,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,0,0,0,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","KAY","Non-MSA","Y","Y","Y"
150922016,15092,2016,"OK0360400","OK0360400","","N","N",,"I","TONKAWA","TONKAWA","Tonkawa","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",3111,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",7,2,9,0,2,2,0,0,01-JAN-08,01-MAY-12,01-JUL-12,,,,"N","KAY","Non-MSA","Y","Y","Y"
150952016,15095,2016,"OK0361900","OK0361900","","N","N",,"I","TONKAWA TRIBAL","TONKAWA TRIBAL","Tonkawa Tribal","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","Tribal",0,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,1,2,3,0,0,01-JAN-08,01-MAY-12,01-APR-13,,,,"N","","Non-MSA","Y","Y","Y"
150972016,15097,2016,"OK0370000","OK0370000","","N","N",,"I","KINGFISHER","KINGFISHER","Kingfisher","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",7855,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",7,4,11,1,6,7,0,0,01-JAN-08,01-APR-12,01-JUN-12,,,,"N","KINGFISHER","Non-MSA","Y","Y","Y"
150982016,15098,2016,"OK0370100","OK0370100","","N","N",,"I","HENNESSEY","HENNESSEY","Hennessey","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2212,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,2,5,1,2,3,0,0,01-JAN-08,01-SEP-10,01-JUL-11,,,,"N","KINGFISHER","Non-MSA","Y","Y","Y"
150992016,15099,2016,"OK0370200","OK0370200","","N","N",,"I","KINGFISHER","KINGFISHER","Kingfisher","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",4912,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",11,1,12,0,1,1,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","KINGFISHER","Non-MSA","Y","Y","Y"
151012016,15101,2016,"OK0380000","OK0380000","","N","N",,"I","KIOWA","KIOWA","Kiowa","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",3347,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",6,4,10,1,5,6,0,0,01-JAN-08,01-JAN-12,01-MAR-12,,,,"N","KIOWA","Non-MSA","Y","Y","Y"
151022016,15102,2016,"OK0380100","OK0380100","","N","N",,"I","HOBART","HOBART","Hobart","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",3596,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",7,1,8,0,5,5,0,0,01-JAN-08,01-DEC-11,01-FEB-12,,,,"N","KIOWA","Non-MSA","Y","Y","Y"
151032016,15103,2016,"OK0381100","OK0381100","","N","N",,"I","SNYDER","SNYDER","Snyder","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1336,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","KIOWA","Non-MSA","Y","Y","Y"
151042016,15104,2016,"OK0381400","OK0381400","","N","N",,"I","MOUNTAIN VIEW","MOUNTAIN VIEW","Mountain View","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",764,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,1,0,1,0,0,01-JAN-08,01-MAR-12,01-MAY-12,,,,"N","KIOWA","Non-MSA","Y","Y","Y"
151052016,15105,2016,"OK0390000","OK0390000","","N","N",,"I","LATIMER","LATIMER","Latimer","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",7652,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",5,2,7,1,5,6,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","LATIMER","Non-MSA","Y","Y","Y"
151062016,15106,2016,"OK0390100","OK0390100","","N","N",,"I","WILBURTON","WILBURTON","Wilburton","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2653,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",6,0,6,0,1,1,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","LATIMER","Non-MSA","Y","Y","Y"
151072016,15107,2016,"OK0400000","OK0400000","","N","N",,"I","LE FLORE","LE FLORE","Le Flore","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",26051,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",13,2,15,1,4,5,0,0,01-JAN-08,01-FEB-13,01-JUN-13,,,,"N","LE FLORE","Fort Smith, AR-OK","Y","Y","Y"
151082016,15108,2016,"OK0400100","OK0400100","","N","N",,"I","POTEAU","POTEAU","Poteau","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",8770,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",24,3,27,1,3,4,0,0,01-JAN-08,01-MAY-12,01-JUL-12,,,,"N","LE FLORE","Fort Smith, AR-OK","Y","Y","Y"
151092016,15109,2016,"OK0400200","OK0400200","","N","N",,"I","TALIHINA","TALIHINA","Talihina","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1091,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,2,6,1,3,4,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","LE FLORE","Fort Smith, AR-OK","Y","Y","Y"
151102016,15110,2016,"OK0400300","OK0400300","","N","N",,"I","ARKOMA","ARKOMA","Arkoma","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1912,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,2,2,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","LE FLORE","Fort Smith, AR-OK","Y","Y","Y"
151122016,15112,2016,"OK0401100","OK0401100","","N","N",,"I","HEAVENER","HEAVENER","Heavener","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",3321,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",8,0,8,0,1,1,0,0,01-JAN-08,01-JUN-11,01-AUG-11,,,,"N","LE FLORE","Fort Smith, AR-OK","Y","Y","Y"
151132016,15113,2016,"OK0401400","OK0401400","","N","N",,"I","HOWE","HOWE","Howe","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",787,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,1,1,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","LE FLORE","Fort Smith, AR-OK","Y","Y","Y"
151152016,15115,2016,"OK0402300","OK0402300","","N","N",,"I","POCOLA","POCOLA","Pocola","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",4026,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",8,2,10,0,1,1,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","LE FLORE","Fort Smith, AR-OK","Y","Y","Y"
151172016,15117,2016,"OK0402700","OK0402700","","N","N",,"I","SPIRO","SPIRO","Spiro","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2167,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,1,0,1,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","LE FLORE","Fort Smith, AR-OK","Y","Y","Y"
151182016,15118,2016,"OK0403100","OK0403100","","N","N",,"I","WISTER","WISTER","Wister","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1062,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",1,0,1,0,0,0,0,0,01-JAN-08,01-SEP-16,01-APR-17,,,,"N","LE FLORE","Fort Smith, AR-OK","Y","N","Y"
151192016,15119,2016,"OK0410000","OK0410000","","N","N",,"I","LINCOLN","LINCOLN","Lincoln","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","County",23239,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",15,11,26,0,6,6,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","LINCOLN","Oklahoma City, OK","Y","Y","Y"
151202016,15120,2016,"OK0410100","OK0410100","","N","N",,"I","CHANDLER","CHANDLER","Chandler","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",3189,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",9,2,11,0,2,2,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","LINCOLN","Oklahoma City, OK","Y","Y","Y"
151212016,15121,2016,"OK0410200","OK0410200","","N","N",,"I","PRAGUE","PRAGUE","Prague","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2466,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",7,4,11,1,5,6,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","LINCOLN","Oklahoma City, OK","Y","Y","Y"
151222016,15122,2016,"OK0410300","OK0410300","","N","N",,"I","STROUD","STROUD","Stroud","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",2782,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",7,5,12,1,2,3,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","CREEK; LINCOLN","Oklahoma City, OK; Tulsa, OK","Y","Y","Y"
151242016,15124,2016,"OK0410600","OK0410600","","N","N",,"I","CARNEY","CARNEY","Carney","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",664,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,1,1,0,0,01-JAN-08,01-FEB-12,01-APR-12,,,,"N","LINCOLN","Oklahoma City, OK","Y","Y","Y"
151252016,15125,2016,"OK0410700","OK0410700","","N","N",,"I","DAVENPORT","DAVENPORT","Davenport","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",822,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,0,0,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","LINCOLN","Oklahoma City, OK","Y","Y","Y"
151262016,15126,2016,"OK0411100","OK0411100","","N","N",,"I","MEEKER","MEEKER","Meeker","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",1177,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,0,1,1,0,0,01-JAN-08,01-JAN-08,01-JAN-09,,,,"N","LINCOLN","Oklahoma City, OK","Y","Y","Y"
151272016,15127,2016,"OK0411400","OK0411400","","N","N",,"I","SPARKS","SPARKS","Sparks","","A",40,"Oklahoma","OK","OK","7","West South Central","3","South","Region III","City",174,23386,"OKUCR0001","Oklahoma State Bureau of Investigation Uniform Crime Reporting Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",0,0,0,0,0,0,0,0,01-JAN-08,01-JAN-10,01-MAR-10,,,,"N","LINCOLN","Oklahoma City, OK","Y","Y","Y"
